Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1824.5683295880526,76824.56832958804,1824.773329588053,593.8883587160176
10,1824.5683295880526,9324.568329588052,1824.773329588053,593.8883587160176
20,1824.5683295880526,5574.568329588053,1824.773329588053,549.7071738999377
30,1824.5683295880526,4324.568329588053,1824.773329588053,549.7071738999377
40,1824.5683295880526,3699.568329588052,1824.773329588053,549.7071738999377
50,1824.5683295880526,3324.568329588052,1824.773329588053,549.7071738999377
60,1824.5683295880526,3074.568329588052,1824.773329588053,549.7071738999377
70,1824.5683295880526,2895.9969010166237,1824.773329588053,549.7071738999377
80,1824.5683295880526,2762.0683295880526,1824.773329588053,549.7071738999377
90,1824.5683295880526,2657.9016629213857,1824.773329588053,549.7071738999377
100,1824.5683295880526,2574.5683295880526,1824.773329588053,549.7071738999377
